u,theta_d,rho,vel,,u,delta_u,x,y,theta_d,,
1950.2,-4.604148142,-0.000290045,16.66666667,,1950.2,0.100675214,-141.9971641,-333.7235171,-4.604148142,,
1950.3,-4.603070323,0.005462222,16.66666667,,1950.3,0.099007122,-142.0078598,-333.6250894,-4.603070323,,
1950.4,-4.601958934,0.005622283,16.66666667,,1950.4,0.098315277,-142.0185861,-333.527361,-4.601958934,,
1950.5,-4.601131467,0.004149406,16.66666667,,1950.5,0.099360525,-142.0295362,-333.4286057,-4.601131467,,
1950.6,-4.600916143,0.001075563,16.66666667,,1950.6,0.100057529,-142.0406454,-333.3291668,-4.600916143,,
1950.7,-4.600453072,0.002307173,16.66666667,,1950.7,0.100139231,-142.0517851,-333.2296491,-4.600453072,,
1950.8,-4.60040769,0.000226174,16.66666667,,1950.8,0.100569996,-142.063019,-333.1297085,-4.60040769,,
1950.9,-4.599170027,0.00620222,16.66666667,,1950.9,0.10008376,-142.0742031,-333.0302516,-4.599170027,,
1951,-4.59822564,0.004740762,16.66666667,,1951,0.099467835,-142.0854407,-332.9314206,-4.59822564,,
1951.1,-4.597584143,0.003227484,16.66666667,,1951.1,0.09973795,-142.0968024,-332.8323319,-4.597584143,,
1951.2,-4.597023434,0.002830414,16.66666667,,1951.2,0.099022449,-142.1081457,-332.7339613,-4.597023434,,
1951.3,-4.596450952,0.002878204,16.66666667,,1951.3,0.099079303,-142.1195507,-332.6355406,-4.596450952,,
1951.4,-4.595769106,0.003420448,16.66666667,,1951.4,0.099823242,-142.1310981,-332.5363875,-4.595769106,,
1951.5,-4.59443335,0.006693975,16.66666667,,1951.5,0.099520684,-142.1426779,-332.4375428,-4.59443335,,
1951.6,-4.593751673,0.003404494,16.66666667,,1951.6,0.100025246,-142.1544491,-332.3382126,-4.593751673,,
1951.7,-4.593930836,-0.000896127,16.66666667,,1951.7,0.100203446,-142.1663091,-332.2387135,-4.593930836,,
1951.8,-4.592992475,0.004702067,16.66666667,,1951.8,0.099727285,-142.178095,-332.1396851,-4.592992475,,
1951.9,-4.591564798,0.007135861,16.66666667,,1951.9,0.099836264,-142.1899868,-332.0405596,-4.591564798,,
1952,-4.591363403,0.001011626,16.66666667,,1952,0.100234446,-142.2020681,-331.9410559,-4.591363403,,
1952.1,-4.59071581,0.003277059,16.66666667,,1952.1,0.09884673,-142.2140019,-331.8429322,-4.59071581,,
1952.2,-4.589936113,0.003931359,16.66666667,,1952.2,0.098767292,-142.2259896,-331.7448951,-4.589936113,,
1952.3,-4.588988867,0.004741879,16.66666667,,1952.3,0.099560306,-142.2381506,-331.6460803,-4.588988867,,
1952.4,-4.587873317,0.005581505,16.66666667,,1952.4,0.100201345,-142.2504841,-331.5466409,-4.587873317,,
1952.5,-4.588207828,-0.001673906,16.66666667,,1952.5,0.099664106,-142.2628618,-331.4477484,-4.588207828,,
1952.6,-4.58770239,0.002516717,16.66666667,,1952.6,0.100174199,-142.2752696,-331.3483456,-4.58770239,,
1952.7,-4.586128711,0.007835682,16.66666667,,1952.7,0.100657939,-142.2877878,-331.2484691,-4.586128711,,
1952.8,-4.58558098,0.002754376,16.66666667,,1952.8,0.100177034,-142.3004026,-331.1490895,-4.58558098,,
1952.9,-4.585275596,0.001549884,16.66666667,,1952.9,0.09868155,-142.3128827,-331.0512003,-4.585275596,,
1953,-4.583985385,0.006509862,16.66666667,,1953,0.098355032,-142.3253513,-330.9536388,-4.583985385,,
1953.1,-4.583348476,0.003186263,16.66666667,,1953.1,0.099838311,-142.3381357,-330.8546224,-4.583348476,,
1953.2,-4.58247172,0.004378411,16.66666667,,1953.2,0.100053866,-142.3510109,-330.7554004,-4.58247172,,
1953.3,-4.582097115,0.001873721,16.66666667,,1953.3,0.100191351,-142.3639909,-330.6560534,-4.582097115,,
1953.4,-4.581827916,0.001350827,16.66666667,,1953.4,0.099734044,-142.3769487,-330.5571647,-4.581827916,,
1953.5,-4.58076026,0.005332429,16.66666667,,1953.5,0.099551079,-142.3899093,-330.4584609,-4.58076026,,
1953.6,-4.579671535,0.005418749,16.66666667,,1953.6,0.100668237,-142.4031219,-330.3586635,-4.579671535,,
1953.7,-4.578809227,0.004341379,16.66666667,,1953.7,0.100250003,-142.4163878,-330.2592951,-4.578809227,,
1953.8,-4.578281085,0.002688695,16.66666667,,1953.8,0.098375278,-142.4294897,-330.1617962,-4.578281085,,
1953.9,-4.577633813,0.00327782,16.66666667,,1953.9,0.098055237,-142.4426003,-330.0646214,-4.577633813,,
1954,-4.576588121,0.005226425,16.66666667,,1954,0.099415173,-142.4559565,-329.9661075,-4.576588121,,
1954.1,-4.57633415,0.001267382,16.66666667,,1954.1,0.100662679,-142.4695846,-329.8663716,-4.57633415,,
1954.2,-4.576177008,0.000787118,16.66666667,,1954.2,0.099727602,-142.4831112,-329.7675656,-4.576177008,,
1954.3,-4.574408586,0.008791574,16.66666667,,1954.3,0.099914459,-142.4966787,-329.6685766,-4.574408586,,
1954.4,-4.573283386,0.005593374,16.66666667,,1954.4,0.10123526,-142.5106029,-329.5683035,-4.573283386,,
1954.5,-4.573438717,-0.00078261,16.66666667,,1954.5,0.099931195,-142.5244591,-329.4693376,-4.573438717,,
1954.6,-4.572529367,0.004619263,16.66666667,,1954.6,0.098546195,-142.5381081,-329.3717412,-4.572529367,,
1954.7,-4.571722769,0.004088683,16.66666667,,1954.7,0.098314181,-142.5518135,-329.274387,-4.571722769,,
1954.8,-4.570435336,0.006463878,16.66666667,,1954.8,0.098961663,-142.5656882,-329.1764028,-4.570435336,,
1954.9,-4.56952944,0.004523626,16.66666667,,1954.9,0.100211781,-142.5798659,-329.077199,-4.56952944,,
1955,-4.570055222,-0.002632538,16.66666667,,1955,0.100046987,-142.59411,-328.9781712,-4.570055222,,
1955.1,-4.569221956,0.004179834,16.66666667,,1955.1,0.099677373,-142.6082496,-328.8795018,-4.569221956,,
1955.2,-4.567353211,0.009352113,16.66666667,,1955.2,0.099676582,-142.6224713,-328.780845,-4.567353211,,
1955.3,-4.566965286,0.001940833,16.66666667,,1955.3,0.100144039,-142.6369449,-328.6817524,-4.566965286,,
1955.4,-4.56637772,0.002953058,16.66666667,,1955.4,0.099731102,-142.6513971,-328.583074,-4.56637772,,
1955.5,-4.56571661,0.003346269,16.66666667,,1955.5,0.099237761,-142.6658355,-328.4848922,-4.56571661,,
1955.6,-4.564648087,0.005404789,16.66666667,,1955.6,0.098328364,-142.6802059,-328.3876196,-4.564648087,,
1955.7,-4.563947874,0.003501906,16.66666667,,1955.7,0.099370932,-142.6948337,-328.2893312,-4.563947874,,
1955.8,-4.563350391,0.002975848,16.66666667,,1955.8,0.100581107,-142.7097093,-328.1898562,-4.563350391,,
1955.9,-4.562026624,0.006620961,16.66666667,,1955.9,0.100196347,-142.7245872,-328.0907706,-4.562026624,,
1956,-4.561389582,0.003189177,16.66666667,,1956,0.099739373,-142.7395278,-327.9921566,-4.561389582,,
1956.1,-4.561157029,0.001163377,16.66666667,,1956.1,0.100011811,-142.7545722,-327.8932828,-4.561157029,,
1956.2,-4.560445767,0.003553494,16.66666667,,1956.2,0.09988375,-142.7696203,-327.7945391,-4.560445767,,
1956.3,-4.558655032,0.009000917,16.66666667,,1956.3,0.100274683,-142.7847978,-327.6954197,-4.558655032,,
1956.4,-4.558118312,0.002725835,16.66666667,,1956.4,0.098675561,-142.7999079,-327.5979079,-4.558118312,,
1956.5,-4.558677154,-0.002827282,16.66666667,,1956.5,0.098225641,-142.8150012,-327.5008488,-4.558677154,,
1956.6,-4.55709486,0.007956918,16.66666667,,1956.6,0.099434879,-142.8302254,-327.4025863,-4.55709486,,
1956.7,-4.555449993,0.008253524,16.66666667,,1956.7,0.099422846,-142.8456032,-327.3043599,-4.555449993,,
1956.8,-4.555760652,-0.001554014,16.66666667,,1956.8,0.099869766,-142.8612124,-327.2057175,-4.555760652,,
1956.9,-4.555040864,0.003591663,16.66666667,,1956.9,0.100037374,-142.8768171,-327.1069047,-4.555040864,,
1957,-4.554249892,0.003945261,16.66666667,,1957,0.100367813,-142.8925447,-327.0077768,-4.554249892,,
1957.1,-4.553158698,0.005465544,16.66666667,,1957.1,0.100118878,-142.9083115,-326.9089072,-4.553158698,,
1957.2,-4.552160542,0.005038511,16.66666667,,1957.2,0.0995306,-142.9240929,-326.8106357,-4.552160542,,
1957.3,-4.551120605,0.005279908,16.66666667,,1957.3,0.098574859,-142.9398199,-326.7133235,-4.551120605,,
1957.4,-4.550418309,0.003545782,16.66666667,,1957.4,0.098386219,-142.9556178,-326.6162139,-4.550418309,,
1957.5,-4.549884402,0.002681119,16.66666667,,1957.5,0.09967916,-142.9716924,-326.5178394,-4.549884402,,
1957.6,-4.548910635,0.004888672,16.66666667,,1957.6,0.099456524,-142.9877835,-326.4196932,-4.548910635,,
1957.7,-4.548101044,0.004036665,16.66666667,,1957.7,0.099732012,-143.004015,-326.3212909,-4.548101044,,
1957.8,-4.547183566,0.004556102,16.66666667,,1957.8,0.100827334,-143.0205053,-326.2218212,-4.547183566,,
1957.9,-4.546562013,0.003099257,16.66666667,,1957.9,0.100546076,-143.0370406,-326.1226441,-4.546562013,,
1958,-4.546239766,0.001618128,16.66666667,,1958,0.100003023,-143.0535479,-326.0240129,-4.546239766,,
1958.1,-4.545641877,0.003029162,16.66666667,,1958.1,0.099145133,-143.0699451,-325.9262331,-4.545641877,,
1958.2,-4.544652831,0.005027015,16.66666667,,1958.2,0.098232598,-143.0862493,-325.829363,-4.544652831,,
1958.3,-4.542941656,0.008618543,16.66666667,,1958.3,0.098513513,-143.1026962,-325.7322321,-4.542941656,,
1958.4,-4.541954389,0.004942134,16.66666667,,1958.4,0.10003225,-143.1195654,-325.6336325,-4.541954389,,
1958.5,-4.541639946,0.001579738,16.66666667,,1958.5,0.099733118,-143.1364812,-325.5353444,-4.541639946,,
1958.6,-4.541330344,0.001546463,16.66666667,,1958.6,0.099314657,-143.1533568,-325.437474,-4.541330344,,
1958.7,-4.540361849,0.004804363,16.66666667,,1958.7,0.100885513,-143.1705301,-325.3380609,-4.540361849,,
1958.8,-4.538948424,0.007077673,16.66666667,,1958.8,0.100701069,-143.1877681,-325.2388462,-4.538948424,,
1958.9,-4.539521536,-0.002894136,16.66666667,,1958.9,0.099000824,-143.2048529,-325.1413307,-4.539521536,,
1959,-4.537822007,0.008621517,16.66666667,,1959,0.099024603,-143.2218859,-325.043782,-4.537822007,,
1959.1,-4.53593425,0.009588879,16.66666667,,1959.1,0.098101868,-143.2389244,-324.9471711,-4.53593425,,
1959.2,-4.535484573,0.002255197,16.66666667,,1959.2,0.098767541,-143.2562621,-324.8499372,-4.535484573,,
1959.3,-4.53493855,0.00271935,16.66666667,,1959.3,0.100628389,-143.273971,-324.7508793,-4.53493855,,
1959.4,-4.53410759,0.004159889,16.66666667,,1959.4,0.100163371,-143.2916519,-324.6522888,-4.53410759,,
1959.5,-4.533749389,0.001791945,16.66666667,,1959.5,0.099592042,-143.3093134,-324.5542753,-4.533749389,,
1959.6,-4.532879203,0.004338679,16.66666667,,1959.6,0.100302785,-143.3271363,-324.4555687,-4.532879203,,
1959.7,-4.531406981,0.007366348,16.66666667,,1959.7,0.100261976,-143.3450378,-324.3569178,-4.531406981,,
1959.8,-4.531270139,0.000691104,16.66666667,,1959.8,0.099595757,-143.3629646,-324.2589487,-4.531270139,,
1959.9,-4.531002412,0.001361216,16.66666667,,1959.9,0.098409913,-143.3806912,-324.1621485,-4.531002412,,
1960,-4.529506807,0.007559819,16.66666667,,1960,0.098271797,-143.3984188,-324.0654889,-4.529506807,,
1960.1,-4.528045565,0.007340527,16.66666667,,1960.1,0.099564272,-143.416526,-323.967585,-4.528045565,,
1960.2,-4.527730681,0.001578482,16.66666667,,1960.2,0.09950076,-143.4347646,-323.8697701,-4.527730681,,
1960.3,-4.526400127,0.006648852,16.66666667,,1960.3,0.099984939,-143.4531229,-323.771485,-4.526400127,,
1960.4,-4.52535418,0.005245156,16.66666667,,1960.4,0.100132803,-143.4716393,-323.6730791,-4.52535418,,
1960.5,-4.525042107,0.001562924,16.66666667,,1960.5,0.099279238,-143.4900999,-323.5755313,-4.525042107,,
1960.6,-4.524387603,0.003257396,16.66666667,,1960.6,0.100393094,-143.5087984,-323.4768949,-4.524387603,,
1960.7,-4.523758787,0.003164532,16.66666667,,1960.7,0.100535665,-143.5275881,-323.3781307,-4.523758787,,
1960.8,-4.523255919,0.002558598,16.66666667,,1960.8,0.098171566,-143.5459966,-323.2817005,-4.523255919,,
1960.9,-4.521957927,0.006556248,16.66666667,,1960.9,0.098368955,-143.5644907,-323.1850857,-4.521957927,,
1961,-4.52049324,0.007348749,16.66666667,,1961,0.099608957,-143.5833449,-323.0872774,-4.52049324,,
1961.1,-4.519637754,0.004284036,16.66666667,,1961.1,0.099702087,-143.6023601,-322.9894054,-4.519637754,,
1961.2,-4.518077853,0.007780255,16.66666667,,1961.2,0.099989615,-143.6215141,-322.8912675,-4.518077853,,
1961.3,-4.518495127,-0.002084269,16.66666667,,1961.3,0.100505114,-143.6409207,-322.7926538,-4.518495127,,
1961.4,-4.518150091,0.001734112,16.66666667,,1961.4,0.099696268,-143.6601303,-322.6948257,-4.518150091,,
1961.5,-4.516633643,0.007651891,16.66666667,,1961.5,0.099273757,-143.6792921,-322.5974188,-4.516633643,,
1961.6,-4.515841242,0.004024547,16.66666667,,1961.6,0.098905697,-143.69853,-322.5004021,-4.515841242,,
1961.7,-4.514350225,0.007535166,16.66666667,,1961.7,0.097986167,-143.7176652,-322.4043025,-4.514350225,,
1961.8,-4.513472337,0.004382855,16.66666667,,1961.8,0.099888283,-143.7373179,-322.3063666,-4.513472337,,
1961.9,-4.513180064,0.001464235,16.66666667,,1961.9,0.100412205,-143.7571601,-322.2079344,-4.513180064,,
1962,-4.512294325,0.004446197,16.66666667,,1962,0.099196057,-143.7767904,-322.1107001,-4.512294325,,
1962.1,-4.510809309,0.007412277,16.66666667,,1962.1,0.100016553,-143.7966699,-322.0126791,-4.510809309,,
1962.2,-4.510505089,0.001519957,16.66666667,,1962.2,0.10032901,-143.8167575,-321.9143816,-4.510505089,,
1962.3,-4.510016388,0.002445694,16.66666667,,1962.3,0.099820804,-143.8367731,-321.8165881,-4.510016388,,
1962.4,-4.508800132,0.006120364,16.66666667,,1962.4,0.100000464,-143.8568726,-321.7186284,-4.508800132,,
1962.5,-4.507272409,0.007774905,16.66666667,,1962.5,0.098722284,-143.8768328,-321.621945,-4.507272409,,
1962.6,-4.507018934,0.001290346,16.66666667,,1962.6,0.097771867,-143.8967471,-321.5262227,-4.507018934,,
1962.7,-4.506845445,0.000871308,16.66666667,,1962.7,0.098667949,-143.9168684,-321.4296282,-4.506845445,,
1962.8,-4.504706473,0.010616848,16.66666667,,1962.8,0.100444742,-143.9373691,-321.3312978,-4.504706473,,
1962.9,-4.503601093,0.005524859,16.66666667,,1962.9,0.101024884,-143.9581997,-321.2324438,-4.503601093,,
1963,-4.50336565,0.001186984,16.66666667,,1963,0.099048959,-143.97873,-321.1355459,-4.50336565,,
1963.1,-4.502166066,0.005987367,16.66666667,,1963.1,0.099305274,-143.9993363,-321.0384021,-4.502166066,,
1963.2,-4.501285033,0.004381759,16.66666667,,1963.2,0.101047111,-144.0204226,-320.9395796,-4.501285033,,
1963.3,-4.501666287,-0.001923233,16.66666667,,1963.3,0.100021253,-144.041381,-320.8417788,-4.501666287,,
1963.4,-4.500168151,0.007642289,16.66666667,,1963.4,0.098214504,-144.0619242,-320.7457368,-4.500168151,,
1963.5,-4.49829659,0.00950804,16.66666667,,1963.5,0.097817788,-144.0825277,-320.6501135,-4.49829659,,
1963.6,-4.497777265,0.002606324,16.66666667,,1963.6,0.099022112,-144.103566,-320.5533521,-4.497777265,,
1963.7,-4.497493821,0.001408665,16.66666667,,1963.7,0.100233337,-144.1249125,-320.4554182,-4.497493821,,
1963.8,-4.495746765,0.008696679,16.66666667,,1963.8,0.1009815,-144.1464463,-320.3567594,-4.495746765,,
1963.9,-4.494706406,0.005229518,16.66666667,,1963.9,0.099906237,-144.1679213,-320.2591885,-4.494706406,,
1964,-4.49485039,-0.000722417,16.66666667,,1964,0.099033434,-144.1893093,-320.1624922,-4.49485039,,
1964.1,-4.493856058,0.004961039,16.66666667,,1964.1,0.100274812,-144.2109513,-320.0645807,-4.493856058,,
1964.2,-4.492317797,0.007776779,16.66666667,,1964.2,0.10015329,-144.2326643,-319.9668094,-4.492317797,,
1964.3,-4.491477058,0.004289516,16.66666667,,1964.3,0.097648597,-144.2539809,-319.8715159,-4.491477058,,
1964.4,-4.491262149,0.001082918,16.66666667,,1964.4,0.098349998,-144.2755313,-319.775556,-4.491262149,,
1964.5,-4.490170133,0.005453628,16.66666667,,1964.5,0.100103426,-144.2974869,-319.67789,-4.490170133,,
1964.6,-4.488575269,0.007981895,16.66666667,,1964.6,0.100133192,-144.3195557,-319.580219,-4.488575269,,
1964.7,-4.48762434,0.004767058,16.66666667,,1964.7,0.099677036,-144.341679,-319.4830281,-4.48762434,,
1964.8,-4.487187637,0.00218032,16.66666667,,1964.8,0.099802165,-144.3639226,-319.3857363,-4.487187637,,
1964.9,-4.485861914,0.006607854,16.66666667,,1964.9,0.100490981,-144.3863625,-319.2877828,-4.485861914,,
1965,-4.485011172,0.004277994,16.66666667,,1965,0.10013728,-144.4088528,-319.1902038,-4.485011172,,
1965.1,-4.485039362,-0.000143325,16.66666667,,1965.1,0.098727461,-144.4311083,-319.0940175,-4.485039362,,
1965.2,-4.484002534,0.005264309,16.66666667,,1965.2,0.097955981,-144.4531872,-318.9985822,-4.484002534,,
1965.3,-4.482341103,0.00836919,16.66666667,,1965.3,0.098998188,-144.475601,-318.9021547,-4.482341103,,
1965.4,-4.48096933,0.006868466,16.66666667,,1965.4,0.099519288,-144.4982938,-318.8052572,-4.48096933,,
1965.5,-4.479844738,0.005605575,16.66666667,,1965.5,0.100201187,-144.5212759,-318.7077272,-4.479844738,,
1965.6,-4.480082478,-0.001186095,16.66666667,,1965.6,0.100419161,-144.5444179,-318.610011,-4.480082478,,
1965.7,-4.478979071,0.005517751,16.66666667,,1965.7,0.100020555,-144.5674449,-318.5126772,-4.478979071,,
1965.8,-4.477694991,0.006423785,16.66666667,,1965.8,0.099953607,-144.5905638,-318.415434,-4.477694991,,
1965.9,-4.477174454,0.00262166,16.66666667,,1965.9,0.099940926,-144.6138046,-318.3182329,-4.477174454,,
1966,-4.476025325,0.005846235,16.66666667,,1966,0.098611634,-144.6367862,-318.2223366,-4.476025325,,
1966.1,-4.475658604,0.001857066,16.66666667,,1966.1,0.097947233,-144.6597224,-318.1271127,-4.475658604,,
1966.2,-4.474670712,0.004953189,16.66666667,,1966.2,0.099526085,-144.6830638,-318.0303624,-4.474670712,,
1966.3,-4.472540544,0.010694934,16.66666667,,1966.3,0.099919453,-144.7065934,-317.9332529,-4.472540544,,
1966.4,-4.47217285,0.001839377,16.66666667,,1966.4,0.099256003,-144.7301722,-317.8368382,-4.47217285,,
1966.5,-4.471320021,0.004234868,16.66666667,,1966.5,0.100644961,-144.7541169,-317.7390831,-4.471320021,,
1966.6,-4.470416274,0.004518996,16.66666667,,1966.6,0.100737699,-144.7781671,-317.6412584,-4.470416274,,
1966.7,-4.468821831,0.008029768,16.66666667,,1966.7,0.099250756,-144.8019494,-317.5448991,-4.468821831,,
1966.8,-4.467863994,0.004832268,16.66666667,,1966.8,0.099315818,-144.825901,-317.4485147,-4.467863994,,
1966.9,-4.467835131,0.000146777,16.66666667,,1966.9,0.098901066,-144.8498445,-317.3525557,-4.467835131,,
1967,-4.466789042,0.005302297,16.66666667,,1967,0.097741866,-144.8735101,-317.2577221,-4.466789042,,
1967.1,-4.465682142,0.005523903,16.66666667,,1967.1,0.099547869,-144.897714,-317.1611615,-4.465682142,,
1967.2,-4.46500402,0.003371665,16.66666667,,1967.2,0.100835816,-144.9223393,-317.0633788,-4.46500402,,
1967.3,-4.463113239,0.009473473,16.66666667,,1967.3,0.100288165,-144.9468968,-316.9661438,-4.463113239,,
1967.4,-4.462228638,0.004455786,16.66666667,,1967.4,0.099298688,-144.971394,-316.8699143,-4.462228638,,
1967.5,-4.462468158,-0.001201517,16.66666667,,1967.5,0.099229957,-144.9959593,-316.7737731,-4.462468158,,
1967.6,-4.461843716,0.003112478,16.66666667,,1967.6,0.100117964,-145.0207212,-316.6767656,-4.461843716,,
1967.7,-4.459429347,0.012141043,16.66666667,,1967.7,0.100507302,-145.0456402,-316.5793964,-4.459429347,,
1967.8,-4.458422965,0.005130043,16.66666667,,1967.8,0.098352783,-145.070255,-316.4841736,-4.458422965,,
1967.9,-4.458369223,0.000273037,16.66666667,,1967.9,0.097821357,-145.0948321,-316.38949,-4.458369223,,
1968,-4.457677743,0.003466377,16.66666667,,1968,0.099010436,-145.1197131,-316.2936568,-4.457677743,,
1968.1,-4.456729419,0.004707946,16.66666667,,1968.1,0.100471503,-145.1450285,-316.1964269,-4.456729419,,
1968.2,-4.455328045,0.006988109,16.66666667,,1968.2,0.100959103,-145.1705594,-316.0987493,-4.455328045,,
1968.3,-4.453695235,0.008206036,16.66666667,,1968.3,0.099577892,-145.195876,-316.0024434,-4.453695235,,
1968.4,-4.452689806,0.005042968,16.66666667,,1968.4,0.099398798,-145.221304,-315.9063521,-4.452689806,,
1968.5,-4.451714362,0.004898093,16.66666667,,1968.5,0.099973587,-145.2469762,-315.8097309,-4.451714362,,
1968.6,-4.450873131,0.004261265,16.66666667,,1968.6,0.099174168,-145.2725366,-315.7139072,-4.450873131,,
1968.7,-4.450652541,0.001119001,16.66666667,,1968.7,0.098239318,-145.2979359,-315.6190081,-4.450652541,,
1968.8,-4.450049464,0.003034026,16.66666667,,1968.8,0.098891536,-145.3235249,-315.5234846,-4.450049464,,
1968.9,-4.448525849,0.007632023,16.66666667,,1968.9,0.099879798,-145.3494278,-315.4270221,-4.448525849,,
1969,-4.447206066,0.006615989,16.66666667,,1969,0.099754645,-145.375445,-315.33072,-4.447206066,,
1969.1,-4.446229829,0.00487673,16.66666667,,1969.1,0.099729175,-145.4015826,-315.2344769,-4.446229829,,
1969.2,-4.445603094,0.003120875,16.66666667,,1969.2,0.100453648,-145.4280047,-315.1375604,-4.445603094,,
1969.3,-4.444703276,0.004504775,16.66666667,,1969.3,0.100366649,-145.4544646,-315.0407444,-4.444703276,,
1969.4,-4.443841266,0.004357295,16.66666667,,1969.4,0.099380993,-145.4807509,-314.9449028,-4.443841266,,
1969.5,-4.442628892,0.006168865,16.66666667,,1969.5,0.098450434,-145.5068729,-314.8499811,-4.442628892,,
1969.6,-4.440542574,0.010562533,16.66666667,,1969.6,0.098080599,-145.5330114,-314.7554476,-4.440542574,,
1969.7,-4.440391416,0.000756748,16.66666667,,1969.7,0.099440061,-145.5597121,-314.6596593,-4.440391416,,
1969.8,-4.440172348,0.0010949,16.66666667,,1969.8,0.100305931,-145.5866599,-314.563041,-4.440172348,,
1969.9,-4.43875417,0.007094239,16.66666667,,1969.9,0.099774571,-145.613486,-314.4669404,-4.43875417,,
1970,-4.437870849,0.004401479,16.66666667,,1970,0.100131075,-145.6405447,-314.3705347,-4.437870849,,
1970.1,-4.436814492,0.005262706,16.66666667,,1970.1,0.100556234,-145.6678038,-314.2737437,-4.436814492,,
1970.2,-4.435223329,0.007970667,16.66666667,,1970.2,0.100168764,-145.6950597,-314.1773544,-4.435223329,,
1970.3,-4.434327229,0.004541297,16.66666667,,1970.3,0.099458549,-145.7222746,-314.0816917,-4.434327229,,
1970.4,-4.433195555,0.005793585,16.66666667,,1970.4,0.097863924,-145.7491375,-313.9875868,-4.433195555,,
1970.5,-4.432683862,0.002597936,16.66666667,,1970.5,0.097468472,-145.7759979,-313.8938925,-4.432683862,,
1970.6,-4.432026246,0.003277558,16.66666667,,1970.6,0.0994928,-145.8034651,-313.7982663,-4.432026246,,
1970.7,-4.431392908,0.003150206,16.66666667,,1970.7,0.101149155,-145.8314535,-313.7010665,-4.431392908,,
1970.8,-4.429987542,0.007052102,16.66666667,,1970.8,0.099897303,-145.8591563,-313.6050872,-4.429987542,,
1970.9,-4.428595669,0.006971714,16.66666667,,1970.9,0.09938608,-145.8868515,-313.5096379,-4.428595669,,
1971,-4.427637046,0.004774719,16.66666667,,1971,0.10025956,-145.9149241,-313.4133887,-4.427637046,,
1971.1,-4.426616132,0.005103774,16.66666667,,1971.1,0.100511042,-145.9431596,-313.3169251,-4.426616132,,
1971.2,-4.425893817,0.00366318,16.66666667,,1971.2,0.099520027,-145.9712142,-313.2214412,-4.425893817,,
1971.3,-4.424485283,0.007185759,16.66666667,,1971.3,0.097662712,-145.9988129,-313.1277592,-4.424485283,,
1971.4,-4.423514935,0.004900017,16.66666667,,1971.4,0.098354659,-146.02674,-313.0334527,-4.423514935,,
1971.5,-4.422627366,0.004444842,16.66666667,,1971.5,0.099674906,-146.0551347,-312.9379078,-4.422627366,,
1971.6,-4.422214058,0.002063975,16.66666667,,1971.6,0.100010225,-146.08371,-312.8420668,-4.422214058,,
1971.7,-4.421409753,0.004021558,16.66666667,,1971.7,0.100238069,-146.1123901,-312.7460193,-4.421409753,,
1971.8,-4.420166603,0.00622473,16.66666667,,1971.8,0.099760387,-146.1410104,-312.6504525,-4.420166603,,
1971.9,-4.418276138,0.009433534,16.66666667,,1971.9,0.099951022,-146.1698044,-312.5547388,-4.418276138,,
1972,-4.417521045,0.003786303,16.66666667,,1972,0.100447444,-146.1989232,-312.4586046,-4.417521045,,
1972.1,-4.416712417,0.004111361,16.66666667,,1972.1,0.098979921,-146.2276881,-312.3638966,-4.416712417,,
1972.2,-4.416004796,0.003589692,16.66666667,,1972.2,0.097701641,-146.2561571,-312.2704347,-4.416004796,,
1972.3,-4.414794093,0.006085719,16.66666667,,1972.3,0.099424112,-146.2851953,-312.1753456,-4.414794093,,
1972.4,-4.413769717,0.005130646,16.66666667,,1972.4,0.099517545,-146.314376,-312.0802024,-4.413769717,,
1972.5,-4.412861181,0.004518205,16.66666667,,1972.5,0.100140769,-146.3438375,-311.9844935,-4.412861181,,
1972.6,-4.411923682,0.004676948,16.66666667,,1972.6,0.10094247,-146.3736225,-311.8880454,-4.411923682,,
1972.7,-4.409991107,0.009712039,16.66666667,,1972.7,0.099508492,-146.4030735,-311.792995,-4.409991107,,
1972.8,-4.409475442,0.002586651,16.66666667,,1972.8,0.099479154,-146.4326994,-311.6980297,-4.409475442,,
1972.9,-4.409203576,0.001369949,16.66666667,,1972.9,0.099876851,-146.4624929,-311.6027001,-4.409203576,,
1973,-4.407891023,0.00666821,16.66666667,,1973,0.09857288,-146.491923,-311.5086231,-4.407891023,,
1973.1,-4.406763038,0.005715941,16.66666667,,1973.1,0.098264504,-146.5213841,-311.414879,-4.406763038,,
1973.2,-4.405830809,0.004678617,16.66666667,,1973.2,0.099075686,-146.551195,-311.3203946,-4.405830809,,
1973.3,-4.405094971,0.003670231,16.66666667,,1973.3,0.100177591,-146.5814265,-311.2248875,-4.405094971,,
1973.4,-4.403439348,0.008282538,16.66666667,,1973.4,0.100310593,-146.6117685,-311.1292759,-4.403439348,,
1973.5,-4.402051157,0.006950204,16.66666667,,1973.5,0.09958259,-146.6420474,-311.0344082,-4.402051157,,
1973.6,-4.401631647,0.002099885,16.66666667,,1973.6,0.100151176,-146.6726316,-310.9390412,-4.401631647,,
1973.7,-4.400872857,0.003809222,16.66666667,,1973.7,0.099626273,-146.7030953,-310.8441868,-4.400872857,,
1973.8,-4.399655518,0.006130042,16.66666667,,1973.8,0.099571899,-146.7336143,-310.7494073,-4.399655518,,
1973.9,-4.398616099,0.005267682,16.66666667,,1973.9,0.099013959,-146.764077,-310.6551959,-4.398616099,,
